sentence,tag,,,,,,,,,
"Company shall not specify the business practices of MA, nor regulate the manner in which MA shall operate its business, provided that MA (a) conducts business in a manner that reflects favorably at all times on the Technology sold and the good name, goodwill and reputation of Company and its affiliates; (b) avoid deceptive, misleading or unethical practices that are or might be detrimental to Company and/or its Affiliates, the Technology or the public, including but not limited to disparagement of Company or the Technology; (c) make no false or misleading representation with respect to Company or the Technology; and (d) make no representations with respect to Company or the Technology that are inconsistent with any applicable license agreement(s) for the Technology provided by Company, promotional materials and other literature distributed by Company pertaining specifically to the Technology, including all liability limitations and disclaimers contained in such materials.","['prohibition', 'obligation']",,,,,,,,,
"MA may be required to establish and maintain Support Services in the Territory set forth in Schedule A to provide marketing, sales and service support of the Technology licensed from Company.",['permission'],,,,,,,,,
"So long as MA is not in default hereunder, Company agrees to provide Technology to MA in accordance with the terms and conditions of this Agreement.",['obligation'],,,,,,,,,
"Upon the request of MA, Company shall at prices or fees then in effect or mutually agreed upon by the parties: Provide Technology to MA at the discounted prices shown in Schedule A, subject to Company’s right to change its prices or fees pursuant to paragraph 13 of this Agreement. Make available a reasonable marketing information, demonstrations and other sales/marketing aids available from Company relating to the Technology to MA shown in Schedule A. Make available marketing training and support to MA relating to the Technology in Schedule A. Make available technical training and support to MA relating to the Technology in Schedule A. Make available updates of the Technology to MA as they may become available for distribution.",['obligation'],,,,,,,,,
"Company shall not require that MA be limited as to the type, quantity or quality of any product or service that MA sells or desires to sell.",['prohibition'],,,,,,,,,
"Unless otherwise stated in this Agreement, Company shall not require that MA be limited to the persons or accounts to which it may market, distribute or sublicense any product or service that MA sells or desires to sell, including without limitation, the Technology, within the Territory as defined in Schedule A of this Agreement.",['prohibition'],,,,,,,,,
Company shall not require procedures for which MA may deal with Clients however will require reasonable levels of satisfaction from the clients related to the services provided by the MA.,"['prohibition', 'obligation']",,,,,,,,,
Company reserves the right to adjust or modify the Annual Quota upon renewal of this Agreement or from time to time by mutual agreement of the parties.,['permission'],,,,,,,,,
Company reserves the right to adjust or modify the Territory upon renewal of this Agreement or from time to time by mutual agreement of the parties.,['permission'],,,,,,,,,
"When fees are not collected directly from the corporate user, MA agrees to pay Company, in the manner and at the time specified below, the fee(s) on Company’s current price list in effect at the time an order is received by Company as set forth in Schedule A.",['obligation'],,,,,,,,,
"MA shall make payment for all Technology according to the terms in Schedule A of this Agreement, and provide upon resale of any part of the Technology, two (2) signed copies of the Company License Agreement/Client Registration Card between Company and Client.",['obligation'],,,,,,,,,
"Services, training and support, when applicable and provided by Company, shall be paid for by MA according to agreed upon terms, and a monthly billing report will be created for MA by Company to show utilization of time and charges.",['obligation'],,,,,,,,,
"Any materials shall be shipped FOB Company’s place of business as set forth in Schedule A, and MA shall be responsible for any excise, sales and other taxes which may be levied on the license and shipment of such materials.",['obligation'],,,,,,,,,
"In the event of any cause beyond the control of Company, Company shall not be liable for any delay in shipment or non-delivery of the Technology covered under this Agreement beyond any amounts received with an order.",['prohibition'],,,,,,,,,
"Company shall supply MA access to all major published modifications or upgrades to the Technology, which add enhancements to or correct known errors in the Technology",['obligation'],,,,,,,,,
Company shall provide Technology access to MA for each licensed customer so long as MA is not in default with any terms of this Agreement.,['obligation'],,,,,,,,,
MA shall notify Company in writing of any errors found by it in the Technology within thirty (30) days of such discovery,['obligation'],,,,,,,,,
"Company will undertake all reasonable efforts to provide technical assistance to MA under this Agreement when MA is unable to resolve certain technical issues and to rectify or provide solutions to problems where the Technology does not function as described in the Technology documentation, but Company does not guarantee that the problems will be solved or that any item will be error-free.",['obligation'],,,,,,,,,
"Company may from time to time, however, discontinue Technology or versions and stop supporting Technology or versions one year after discontinuance, or otherwise discontinue any support service.",['permission'],,,,,,,,,
"Company is not liable for incidental, special or consequential damages for any reason (including loss of data or other business or property damage), even if foreseeable or if MA or Customer has advised of such a claim.",['prohibition'],,,,,,,,,
Company's liability shall not exceed the fees that MA has paid under this Agreement.,['prohibition'],,,,,,,,,
"Company agrees to defend or, at its option, settle any claim or action against MA to the extent arising from a third party claim that a permitted use of the Technology by the end users infringes any U.S. patent or copyright, provided Company has control of such defense or settlement negotiations and MA gives Company prompt notice of any such claim and provides reasonable assistance in its defense.",['obligation'],,,,,,,,,
"In the event of such a claim of infringement, Company, at its option, may provide MA with substitute Technology reasonably satisfactory to MA to replace those affected Technologies then in MA's inventory.",['permission'],,,,,,,,,
Company will not be liable under this Section if the infringement arises out of MA's activities after Company has notified MA that Company believes in good faith that MA's activities will result in such infringement.,['prohibition'],,,,,,,,,
MA agrees to distribute Technology only through the Company License Agreement/Client Registration Card between the Client and Company.,['obligation'],,,,,,,,,
"MA agrees that it shall not, by itself or in association with any other party, reproduce, duplicate, copy, decompile, disassemble or reverse engineer the Technology in source form (code or listing) in any media.",['prohibition'],,,,,,,,,
"MA shall further hold in confidence and shall not disclose any information, algorithms, methods, designs, specifications, and/or know-how in any way relating to the Technology in source form (code or listing) to any other person, firm or corporation whether during the term of this Agreement or after such Agreement has been terminated.","['obligation', 'prohibition']",,,,,,,,,
MA shall not have the right to modify the source code to make adaptations to the Technology in conjunction with the sale of the Technology without the written consent of Company.,['prohibition'],,,,,,,,,
"In the event of modified source code, only the modified portion of the code becomes the property of MA, and MA shall treat the modified source code with the same care as with Company source code.",['obligation'],,,,,,,,,
"Company reserves the right to change its process and/or fees, from time to time, in its sole and absolute discretion.",['permission'],,,,,,,,,
"In the event of a price and/or fee change for Technology, Company shall notify MA in writing ninety (90) days prior to the effective date of any such change.",['obligation'],,,,,,,,,
MA shall not hold itself out as an employee or agent of Company other than for the limited purposes of marketing the Technology.,['prohibition'],,,,,,,,,
"MA shall have the right to perform certain services for its Clients, such as training, installation and non-contract support and bill its Clients directly for such services.",['permission'],,,,,,,,,
"MA specifically understand and agrees that it shall not be treated as an employee with respect to such services as are performed for any applicable tax purposes; and it is further agreed that this Agreement shall not bring MA under the provisions of any local, state, provincial, federal, national, and international regulation wherein coverage thereunder is based upon the relationship of employer and employee.",['prohibition'],,,,,,,,,
"MA shall notify Company promptly of any misuse of unauthorized use of the Technology, which comes to the attention of MA, and shall notify its Clients upon the request of Company when Company believes such Technology are being misused.",['obligation'],,,,,,,,,
"MA shall cooperate, at Company’s reasonable expense, with Company in any action, including any legal action, which Company may feel is necessary in order to protect the Technology.",['obligation'],,,,,,,,,
"IN NO EVENT SHALL COMPANY BE LIABLE TO “MA”, ITS CLIENTS, OR ANY THIRD PARTY FOR ANY TORT OR CONTRACT DAMAGES OR INDIRECT, SPECIAL, GENERAL, INCIDENTAL OR CONSEQUENTIAL DAMAGES, INCLUDING BUT NOT LIMITED TO, LOSS OF PROFITS OR ANTICIPATED PROFITS AND LOSS OF GOODWILL, ARISING IN CONNECTION WITH THE USE (OR INABILITY TO USE) OR DISTRIBUTION OF THE TECHNOLOGY FOR ANY PURPOSE WHATSOEVER.",['prohibition'],,,,,,,,,
MA agrees that any and all warranties made to Client shall be made only by MA.,['obligation'],,,,,,,,,
"MA hereby agrees to indemnify and hold Company harmless for any loss, damage, claim or action resulting from MA’s failure to comply with any of MA’s obligations under this Agreement.",['obligation'],,,,,,,,,
"MA will be solely responsible for any claims, warranties or representations made by MA or MA's representatives or agents, which differ from the warranties, provided by Company in the applicable end user license agreement(s).",['obligation'],,,,,,,,,
"Either party may cancel this Agreement upon the occurrence of any of the following: Material breach of any covenant, term, condition or other provisions of this Agreement, which breach is not remedied within ten (10) days after notice of such breach is received by the breaching party; Bankruptcy, reorganization, arrangement or insolvency proceedings being instituted by or against a party; An assignment by a party for the benefit of its creditors; Consenting to the appointment of a trustee or receiver by a party, or a trustee or receiver being appointed for a party or for a substantial part of its assets.",['permission'],,,,,,,,,
"MA shall return any and all full and/or partial copies of material related to the Technology, including demonstrations of the Technology, in MA’s possession or under its control to Company within ten (10) days following the termination or cancellation date of this Agreement;",['obligation'],,,,,,,,,
"MA shall not continue to use or employ any part of the Technology as part of any product which MA shall convey, assign, lease, license or transfer to any third parties;",['prohibition'],,,,,,,,,
"MA shall immediately cease advertising, marketing, promoting and distributing the Technology and shall cease using the trade names, trademarks, service marks and any other proprietary right of Company;",['obligation'],,,,,,,,,
"Except as otherwise permitted in writing by Company, MA shall immediately cease selling Annual Technology Maintenance and providing application and technical support for the Technology to Clients;",['obligation'],,,,,,,,,
"MA acknowledges and agrees that, in the event of a breach or threatened breach by MA, of the provisions of this Section 18, no adequate remedy at law in money damages will be available to Company that will fairly compensate it and therefore Company will be entitled to an injunction against any such breach or threatened breach by MA.",['permission'],,,,,,,,,
MA will make no use of Confidential Information for any purpose except as expressly authorized by this Agreement.,['prohibition'],,,,,,,,,
"Except as expressly provided in this Agreement, MA will not disclose Confidential Information to any third party and will protect and treat all Confidential Information with the same degree of care as it uses to protect its own confidential information of like importance, but in no event with less than reasonable care.","['prohibition', 'obligation']",,,,,,,,,
"Except as expressly provided in this Agreement, MA will not use, make or have made any copies of Confidential Information, in whole or in part, without the prior written authorization of Company.",['prohibition'],,,,,,,,,
"In the event that MA is required to disclose Confidential Information pursuant to law, MA will notify Company of the required disclosure with sufficient time for Company to seek relief, will cooperate with Company in taking appropriate protective measures, and will make such disclosure in a fashion that maximizes protection of the Confidential Information from further disclosure.",['obligation'],,,,,,,,,
"MA will at all times during the term of this Agreement maintain appropriate technical and organizational measures to protect any end-user data that it collects, accesses or processes in connection with this Agreement against unauthorized or unlawful use, disclosure, processing or alteration.",['obligation'],,,,,,,,,
"MA will act only on Company's instructions in relation to the collection, use, disclosure and processing of any such end-user data, but in all instances in accordance with all applicable laws, rules and regulations.",['obligation'],,,,,,,,,
"MA may not assign, sell, lease or otherwise transfer in whole or in party any of the rights granted pursuant to this Agreement without prior written approval of Company.",['prohibition'],,,,,,,,,
"If any legal action or proceeding is initiated, the prevailing party shall be entitled to all attorney fees, court costs, and expenses in addition to any other relief to which such prevailing party may be entitled.",['permission'],,,,,,,,,
"If Company and/or its Affiliate seeks injunctive or other equitable relief in the event of a breach or threatened breach of this Agreement by MA involving an unauthorized use of Confidential Information or Company and/or its Affiliate intellectual property, MA agrees that it will not allege in any such proceeding that Company and/or its Affiliate remedy at law is adequate.",['prohibition'],,,,,,,,,
"Upon the execution of this Agreement, MA shall pay to Company a quarterly service fee (the “Service Fee”) in the amount equal to US $15,000.00 on the first day of each quarter for the Term of this Agreement as set forth in Section 1 hereinabove, for each month that MA has no sales pursuant to this Schedule A, with the first payment due and payable on the date of execution of this Agreement.",['obligation'],,,,,,,,,
Chase will evaluate your registration form and will notify you via e-mail of the acceptance or rejection of your registration form.,['obligation'],,,,,,,,,
"Chase reserves, in its sole discretion, with or without reason, the right to accept or reject your registration into the Chase Affiliate Program, including but not limited to a determination that your site is unsuitable for or incompatible with the Affiliate Program based on the following criteria (collectively “Restricted Content”):",['permission'],,,,,,,,,
Chase also reserves the right to terminate this Agreement in the event that any Restricted Content is incorporated on Affiliate’s site after acceptance of your registration form and the commencement of the term of this Agreement.,['permission'],,,,,,,,,
Chase may also terminate this Agreement if your site is deemed unsuitable based on the criteria below:,['permission'],,,,,,,,,
Affiliate cannot use or implement creative that is not available through the LinkShare affiliate interface,['prohibition'],,,,,,,,,
"Affiliates may not harvest or collect personal information, or email addresses using the Chase brand without the written consent of Chase",['prohibition'],,,,,,,,,
"If Affiliate manages a sub-affiliate network, upon Chase’s request, Affiliate shall promptly provide Chase with a current, written list identifying the sub-affiliates or other third parties associated.",['obligation'],,,,,,,,,
Chase reserves the right to review and approve all sub-affiliate partners.,['permission'],,,,,,,,,
"Chase shall only use the list for the sole purpose of administering the program and monitoring proper usage, and will not poach or contact subaffiliates directly.","['obligation', 'prohibition']",,,,,,,,,
Affiliates will not use the following product keyword search terms.,['prohibition'],,,,,,,,,
"If Affiliate manages a sub-affiliate network, the Affiliate may not pay sub-affiliates or other partners higher referral fees than the lowest tier of the public offer ($55.00).",['prohibition'],,,,,,,,,
"Affiliate is prohibited from (a) installing spyware on another person’s computer, (b) causing spyware to be installed on another person’s computer, or (c) using a context based triggering mechanism to display an advertisement that partially or wholly covers or obscures paid advertising or other content on an Internet website in a way that interferes with a user’s ability to view the Internet website.",['prohibition'],,,,,,,,,
Chase reserves the right to alter above referral fees from time to time upon written notice to Affiliate of such change.,['permission'],,,,,,,,,
"Either Affiliate or Chase may terminate this Agreement at any time, with or without cause, by giving the other party written or e-mail notice of termination.",['permission'],,,,,,,,,
"Notwithstanding the foregoing, Chase may terminate this Agreement if Affiliate does not comply with the terms and conditions herein.",['permission'],,,,,,,,,
Affiliate agrees to place Chase’s links provided by Linkshare NetworkTM which manages the Affiliate Program (“Links”) on its Affiliate’s website.,['obligation'],,,,,,,,,
"Affiliate is responsible for obtaining prior written approval from the Chase Affiliate manager or Linkshare Network to link any or all other sites owned or managed by the Affiliate, other than the site that was approved at the time of original registration.",['obligation'],,,,,,,,,
"Affiliate may select or remove Links, at any time without prior approval from Chase.",['permission'],,,,,,,,,
Affiliate is also responsible for removing and/or informing Chase of potential inactive or misdirected Links.,['obligation'],,,,,,,,,
Affiliate agrees to cooperate with Chase in establishing and maintaining Links.,['obligation'],,,,,,,,,
Chase will be solely responsible for processing each order placed by a customer from Affiliate’s Links.,['obligation'],,,,,,,,,
Customers may only use the Chase on-line application process to apply for a Chase credit card.,['permission'],,,,,,,,,
Chase shall be responsible for administering application forms and related customer service.,['obligation'],,,,,,,,,
Chase reserves the right to reject any credit card application in its sole discretion.,['permission'],,,,,,,,,
Chase will be solely responsible for tracking Approved Accounts made to customers who follow Affiliate’s Links.,['obligation'],,,,,,,,,
"Affiliate will be solely responsible for ensuring that the Links are formatted properly and maintained in a manner, which allows Chase to track such Approved Accounts.",['obligation'],,,,,,,,,
Chase will provide Affiliate with statements of Approved Account activity at the time Commissions are paid.,['obligation'],,,,,,,,,
Affiliate may not specify details regarding the Chase credit card on their Websites without the prior approval of Chase.,['prohibition'],,,,,,,,,
Affiliate has no authority to make or accept any offer on behalf of Chase.,['prohibition'],,,,,,,,,
"Affiliate has no authority to make, and Chase is not responsible for, any representations made by Affiliate that contradict these policies.",['prohibition'],,,,,,,,,
Affiliate will only use credit card descriptions provided or approved in writing by Chase.,['obligation'],,,,,,,,,
Affiliate is solely responsible for ensuring that its reviews and articles obey all applicable copyright and other laws.,['obligation'],,,,,,,,,
"Generally, Affiliate must have express permission to use another party’s copyrighted or other proprietary material. Chase",['obligation'],,,,,,,,,
"Prior to using any of the Licensed Materials, Affiliate will submit to Chase for approval a draft of all proposed material that incorporates the Licensed Materials, together with a brief statement setting forth the proposed use of such materials and any other background or supporting material reasonably requested by Chase to allow Chase to make an informed judgment.",['obligation'],,,,,,,,,
Chase will notify Affiliate of its approval or disapproval of such materials within five (5) business days of its receipt of all information required to be submitted.,['obligation'],,,,,,,,,
"Affiliate may not alter, modify, or change the Licensed Materials in any way.",['prohibition'],,,,,,,,,
Affiliate is only entitled to use the licensed materials to the extent that it is a member in good standing of the Chase Affiliate Program.,['permission'],,,,,,,,,
Affiliate agrees not to use the Licensed Materials in any manner that is disparaging or that otherwise portrays Chase in a negative light.,['prohibition'],,,,,,,,,
Chase may revoke Affiliate’s license at any time.,['permission'],,,,,,,,,
Affiliate agrees not to hold Chase responsible for the consequences of such interruptions.,['prohibition'],,,,,,,,,
"Affiliate hereby agrees to indemnify, defend, and hold harmless Chase, its shareholders, officers, directors, employees, agents, affiliates and their respective directors, officers, employees and agents, successors and assigns, from and against any and all claims, demands, losses, liabilities, damages or expenses (including attorneys’ fees and costs) of any nature whatsoever incurred or suffered by Chase (collectively the “losses”), in so far as such losses (or actions in respect thereof) arise out of, are related to, or are based on (i) the breach of any representation, warranty, or covenant made by Affiliate herein; or (ii) any claim related to Affiliate’s site.",['obligation'],,,,,,,,,
"Except as otherwise provided in this Agreement or with the consent of the other party hereto, each of the parties hereto agrees that all information including, without limitation, the terms of this Agreement, business and financial information, customer and vendor lists, and pricing and sales information, concerning Chase, Customer or Affiliate shall remain strictly confidential and secret and shall not be utilized, directly or indirectly, by such party for its own business purposes or for any other purpose except and solely to the extent necessary to exercise rights and perform obligations under this Agreement.","['obligation', 'prohibition']",,,,,,,,,
"Chase reserves the right to change any and all of the terms and conditions in this Agreement, at any time and in its sole discretion, by posting a new agreement on its Website.",['permission'],,,,,,,,,
"Chase shall have no liability for any indirect, incidental, special or consequential damages or any loss of revenue or profits arising under or with respect to this Agreement or the Affiliate Program, regardless of whether Chase has been advised of the possibility of such damages.",['prohibition'],,,,,,,,,
"AN OPPORTUNITY TO CONSULT WITH ITS OWN LEGAL ADVISERS IF IT SO DESIRED, AND AGREES TO ALL ITS TERMS AND CONDITIONS. AFFILIATE AGREES THAT, IN INTERPRETING THIS AGREEMENT, NO WEIGHT SHALL BE PLACED UPON THE FACT THAT THIS AGREEMENT HAS BEEN DRAFTED BY CHASE, AND IT SHALL NOT ASSERT THAT THIS AGREEMENT IS UNENFORCEABLE OR INVALID ON THE GROUNDS THAT IT IS A CONTRACT OF ADHESION, THAT IT IS UNCONSCIONABLE, OR ANY SIMILAR THEORY.",['prohibition'],,,,,,,,,
AFFILIATE UNDERSTANDS THAT CHASE MAY AT ANY TIME (DIRECTLY OR INDIRECTLY) SOLICIT CUSTOMER REFERRALS ON TERMS THAT MAY DIFFER FROM THOSE CONTAINED IN THIS AGREEMENT.,['permission'],,,,,,,,,
"In order to carry out the intent of the Parties with respect to the recordation of the transfers of any registrations or applications of Nuance IP or SpinCo IP, as applicable, to the extent the ownership thereof has transferred from a member of the Nuance Group to a member of the SpinCo Group, or vice versa, pursuant to the Separation Agreement or any other Ancillary Agreement, the Parties shall execute intellectual property assignments in a form substantially similar to that attached as Exhibit A1 (the “Patent Assignment Agreement”), Exhibit A2 (the “Trademark Assignment Agreement”), Exhibit A3 (the “Domain Name Assignment Agreement”) and Exhibit A4 (the “Invention Disclosure Assignment Agreement”) as well as such additional case specific assignments as deemed appropriate or necessary under applicable Laws (collectively, the “Intellectual Property Assignment Agreements”) for recordation with the appropriate Governmental Authority.",['obligation'],,,,,,,,,
"The relevant assignee Party shall have the sole responsibility, at its sole cost and expense, to file the Intellectual Property Assignment Agreements and any other forms or documents with the appropriate Governmental Authorities as required to record the transfer of any registrations or applications of Nuance IP or SpinCo IP that is allocated under the Separation Agreement, as applicable, and the relevant assignor Party hereby consents to such recordation.",['obligation'],,,,,,,,,
"Prior to, on and after the Distribution Date, each Party shall cooperate with the other Party, without any further consideration and at no expense to the other Party, to obtain, cause to be obtained or properly record the release of any outstanding Security Interest attached to any Nuance IP or SpinCo IP that is subject to assignment from one Party or its Group to the other Party or its Group hereunder, as applicable, and to take, or cause to be taken, all actions as the other Party may reasonably be requested to take in order to obtain, cause to be obtained or properly record such release.",['obligation'],,,,,,,,,
"Notwithstanding the forgoing, subject to Section 3.02(b) and ARTICLE VI, members of the SpinCo Group may only sublicense the Nuance Shared Technology Assets pursuant to terms and conditions as protective as those under which it licenses its own Technology of a similar nature and value, and in any event terms and conditions that provide for commercially reasonable protection for the source code, structure and other confidential and proprietary elements of the Nuance Shared Technology Assets.",['permission'],,,,,,,,,
"SpinCo hereby acknowledges Nuance’s right, title and interest in and to the Nuance IP. SpinCo agrees that it will not (i) oppose, challenge, petition to cancel, contest or threaten in any way, or assist another party in opposing, challenging, petitioning to cancel, contesting or threatening in any way, any application or registration by Nuance or its Affiliates or their respective licensees for any Nuance IP, (ii) engage in any act, or purposefully omit to perform any act, that impairs or adversely affects the rights of Nuance or any member of the Nuance Group in and to any Nuance IP or (iii) apply for any registration (including federal, state and national registrations) with respect to the Nuance IP.",['prohibition'],,,,,,,,,
"(b) With respect to the Nuance Shared Technology Assets, SpinCo agrees that it will not (i) engage in any act, or purposefully omit to perform any act, that impairs or adversely affects the rights of Nuance or any member of the Nuance Group in and to any Nuance Shared Technology Assets, (ii) use the Nuance Shared Technology Assets on a service bureau, time sharing or similar basis, or for the benefit of any other Person, (iii) remove any proprietary markings in the Nuance Shared Technology Assets, (iv) incorporate or otherwise combine or integrate any open source software with or into the Nuance Shared Technology Assets such that the Nuance Shared Technology Assets, or any part thereof, becomes subject to any “open source,” “copyleft” or similar type of license terms (including, without limitation, any license that is or was recognized as an open source software license by the Open Source Initiative), (v) reverse engineer, reverse assemble or decompile the Nuance Shared Technology Assets or any software component of the Nuance Shared Technology Assets or (vi) disclose, distribute or otherwise provide or permit access to source code of any Nuance Shared Technology Assets other than to commercial source code escrow providers who are only permitted to make such source code available to third parties that have entered into an escrow agreement with a member of the SpinCo Group and escrow provider.",['prohibition'],,,,,,,,,
The Nuance Group shall remain liable for any breach or default of the applicable terms and conditions of this Agreement by any of its sublicensees.,['obligation'],,,,,,,,,
"Except as expressly set forth in this Agreement, no Party or any member of its Group shall have any obligation to seek, perfect or maintain any protection for any of its Intellectual Property Rights.",['prohibition'],,,,,,,,,
"Without limiting the generality of the foregoing, except as expressly set forth in this Agreement, no Party or any member of its Group shall have any obligation to file any Patent application, to prosecute any Patent, or secure any Patent rights or to maintain any Patent in force.",['prohibition'],,,,,,,,,
"Except as expressly set forth in this Agreement, in the Separation Agreement or any other mutually executed agreement between the Parties or any of the members of their respective Groups, no Party or any member of its Group shall be required to provide the other Party with any technical assistance or to furnish any other Party with, or obtain on their behalf, any Intellectual Property Rights-related documents, materials or other information or technology.",['prohibition'],,,,,,,,,
Each Party shall cause the members of its Group to comply with all applicable provisions of this Agreement.,['obligation'],,,,,,,,,
"Except as expressly permitted by this Agreement, including in Section 3.02(b)(vi) or Section 4.02(b)(vi), the Receiving Party shall not, and shall not permit any other Person to, disclose any Confidential Technical Information to any Person without prior written consent of the Disclosing Party, except that the Receiving Party may disclose the Confidential Technical Information solely to those employees and contractors of the Receiving Party who have a need to know the Confidential Technical Information in connection with designing, developing, distributing, marketing, testing and supporting any products or services of the Receiving Party within the Nuance Field of Use or SpinCo Field of Use, as applicable (collectively, the “Permitted Recipients”); provided, that prior to such disclosure the Receiving Party shall notify each such Permitted Recipient in writing of the use and disclosure restrictions set forth in this Agreement and ensure that such Permitted Recipient is bound by confidentiality obligations with respect thereto.","['prohibition', 'obligation', 'permission']",,,,,,,,,
"The Receiving Party shall take, at its sole expense, all reasonable measures to prevent any prohibited or unauthorized disclosure or use of any Confidential Technical Information, including by its Permitted Recipients, and shall be liable for any breaches of this Agreement by any of its Permitted Recipients, in each case, as if committed by the Receiving Party.",['obligation'],,,,,,,,,
"If the Receiving Party receives a request to disclose any Confidential Technical Information pursuant to a subpoena or other order of a Governmental Authority: (i) the Receiving Party shall promptly notify in writing the Disclosing Party thereof and reasonably consult with and assist the Disclosing Party in seeking a protective order or other appropriate remedy to limit such disclosure, (ii) in the event that such protective order or remedy is not obtained, the Receiving Party shall disclose only that portion of the Confidential Technical Information which, in the written opinion of the Receiving Party’s legal counsel, is legally required to be disclosed, and the Receiving Party shall use reasonable best efforts to ensure confidential treatment of any such disclosed Confidential Technical Information and (iii) the Disclosing Party shall be given an opportunity to review any such Confidential Technical Information prior to disclosure thereof.",['obligation'],,,,,,,,,
"The Parties shall fully cooperate, to the extent permitted by Law, in any actions the Disclosing Party may take in seeking to prevent or limit such disclosure.",['obligation'],,,,,,,,,
"Without limiting the terms set forth in Section 6.09 of the Separation Agreement, none of Nuance, SpinCo or any other member of either Group shall in any event have any Liability to the other or to any other member of the other’s Group under this Agreement for any indirect, special, punitive or consequential damages, whether or not caused by or resulting from negligence or breach of obligations hereunder and whether or not informed of the possibility of the existence of such damages.",['prohibition'],,,,,,,,,
"Except as expressly set forth in this Agreement, neither this Agreement nor any of the rights, interests or obligations under this Agreement, including the licenses granted pursuant to this Agreement, shall be assigned, in whole or in part, by operation of Law or otherwise by either Party without the prior written consent of the other Party.",['prohibition'],,,,,,,,,
"Notwithstanding the foregoing, if any Party to this Agreement (or any of its successors or permitted assigns) (a) shall enter into a consolidation or merger transaction in which such Party is not the surviving entity and the surviving entity acquires or assumes all or substantially all of such Party’s assets, (b) shall transfer all or substantially all of such Party’s assets to any Person or (c) shall assign this Agreement to such Party’s Affiliates, then, in each such case, the assigning Party (or its successors or permitted assigns, as applicable) shall ensure that the assignee or successor-in-interest expressly assumes in writing all of the obligations of the assigning Party under this Agreement, and the assigning Party shall not be required to seek consent, but shall provide written notice and evidence of such assignment, assumption or succession to the non-assigning Party.",['obligation'],,,,,,,,,
"Subject to Section 9.02, this Agreement may not be terminated except by an agreement in writing signed by a duly authorized officer of each of the Parties.",['prohibition'],,,,,,,,,
"This Agreement may be terminated by Nuance at any time, in its sole discretion, prior to the Distribution; provided, however, that this Agreement shall automatically terminate upon the termination of the Separation Agreement in accordance with its terms.",['permission'],,,,,,,,,
"In the event of any termination of this Agreement prior to the Distribution, neither Party (nor any member of their Group or any of their respective directors or officers) shall have any Liability or further obligation to the other Party or any member of its Group under this Agreement. Except with respect to termination of the Agreement under Section 9.02, notwithstanding anything in this Agreement to the contrary, ARTICLE I, ARTICLE VI, ARTICLE VII, this Section 9.03 and ARTICLE XI shall survive any termination of this Agreement.",['prohibition'],,,,,,,,,
"In addition to the actions specifically provided for elsewhere in this Agreement, each of the Parties shall use reasonable best efforts, prior to, on and after the Distribution Date, to take, or cause to be taken, all actions, and to do, or cause to be done, all things, reasonably necessary, proper or advisable under applicable Laws and agreements to consummate, and make effective, the transactions contemplated by this Agreement",['obligation'],,,,,,,,,
"Without limiting the foregoing, prior to, on and after the Distribution Date, each Party shall cooperate with the other Party, without any further consideration, but at the expense of the requesting Party: (i) to execute and deliver, or use reasonable best efforts to execute and deliver, or cause to be executed and delivered, all instruments, including any instruments of conveyance, assignment and transfer as such Party may reasonably be requested to execute and deliver by the other Party; (ii) to make, or cause to be made, all filings with, and to obtain, or cause to be obtained, all Consents of any Governmental Authority or any other Person under any permit, license, Contract, indenture or other instrument; and (iii) to take, or cause to be taken, all such other actions as such Party may reasonably be requested to take by the other Party from time to time, consistent with the terms of this Agreement, in order to effectuate the provisions and purposes of this Agreement and any transfers of Intellectual Property Rights or assignments and assumptions of Liabilities related thereto as set forth in the Separation Agreement.",['obligation'],,,,,,,,,
"In the event that either Party, acting reasonably, forms the view that another Party has caused a material breach of the terms of this Agreement, then the Party that forms such a view shall serve written notice of the alleged breach on the other Parties and the Parties shall work together in good faith to resolve any such alleged breach within thirty (30) days of such notice (a “Dispute”).",['obligation'],,,,,,,,,
"If any such alleged breach is not so resolved, then a senior executive of each Party shall, in good faith, attempt to resolve any such alleged breach within the following thirty (30) days of the referral of the matter to the senior executives.",['obligation'],,,,,,,,,
"If no resolution is reached with respect to any such alleged breach in accordance with the procedures contained in this Section 11.02, then the Parties may seek to resolve such matter in accordance with Section 11.03, Section 11.04, Section 11.05 and Section 11.06",['permission'],,,,,,,,,
"Each of the Parties hereby agrees that it shall not assert, and shall hereby waive, any claim or right or defense that it is not subject to the jurisdiction of such courts, that the venue is improper, that the forum is inconvenient or any similar objection, claim or argument.","['prohibition', 'obligation']",,,,,,,,,
"In accordance with Section 11.03 and Section 11.04, at any time after giving notice of a Dispute, each Party shall be entitled to interim measures of protection duly granted by a court of competent jurisdiction: (1) to preserve the status quo pending resolution of the Dispute; (2) to prevent the destruction or loss of documents and other information or things relating to the Dispute; or (3) to prevent the transfer, disposition or hiding of assets.",['permission'],,,,,,,,,
"Until such Dispute is resolved in accordance with Section 11.02 or final judgment is rendered in accordance with Section 11.03 and Section 11.04, each Party agrees that such Party shall continue to perform its obligations under this Agreement and that such obligations shall not be subject to any defense or setoff, counterclaim, recoupment or termination.",['obligation'],,,,,,,,,
